0.635,0.0
0.635,-0.3
0.55,-0.55
0.3,-0.635
0.0,-0.635
-0.3,-0.635
-0.55,-0.55
-0.635,-0.3
-0.635,0.0
-0.635,0.3
-0.55,0.55
-0.3,0.635
0.0,0.635
0.3,0.635
0.55,0.55
0.635,0.3
